2015_02_18_c2,2/18/2015,2015_02_18_bk4pg82,2-82,OK371-GFP-Gal4 x UAS-T287D 10A,NK,,2,"15218008.sta, 15218012.sta",15218008.abf,,"15218009.abf, 15218010.abf, 15218011.abf",,,,,,,,,,"
","
",,,,,,,,,,,,,,,,
2015_02_19_c1,2/19/2015,2015_02_19_bk4pg84,2-84,OK371-GFP-Gal4 x UAS-T287D 10A,NK,,1,"15219000.sta, 15219005.sta","15219000.abf, 15219005.abf",,"15219001.abf, 15219002.abf, 15219003.abf, 15219004.abf",,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_02_20_c1,2/20/2015,2015_02_20_bk4pg86,2-86,OK371-GFP-Gal4 x UAS-T287D 10A,NK,,1,"15220000.sta, 15220005.sta, 15220009.sta","15220000.abf, 15220005.abf, 15220008.abf","15220006.abf, 15220007.abf","15220001.abf, 15220002.abf, 15220003.abf, 15220004.abf",,,,,,,,,,"
",,,,,,,,,,,,,,,,,
2015_02_20_c2,2/20/2015,2015_02_20_bk4pg86,2-86,OK371-GFP-Gal4 x UAS-T287D 10A,NK,,2,"15220010.sta, 15220013.sta","15220009.abf, 15220013.abf",,"15220010.abf, 15220011.abf, 15220012.abf",,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_03_03_c1,3/3/2015,2015_03_03_bk4pg92,2-92,OK371-Gal4,NK,,1,"15303000.sta, 15303006.sta ","15303000.abf, 15303005.abf",15303001.abf,,"15303003.abf,15303004.abf: current after hyperpol",,,,,,,,,,,,,,,,,,,,,,,,,,
2015_03_05_c1,3/5/2015,2015_03_05_bk4pg96,2-96,OK371-GFP-Gal4,NK,,1,"15305000.sta, 15305004.sta","15305000.abf, 15305004.abf, 15305005.abf",15305001.abf,,"15305002.abf, 15305003.abf",,,,,,,,,,,,,,,,,,,,,,,,,,
2015_03_10_c1,3/10/2015,2015_03_10_bk4pg100,4-100,OK371-GFP-Gal4,NK,,1,"15310000.sta, 15310006.sta","15310000.abf, 15310005.abf","15310001.abf, 15310003.abf, 15310004.abf",,,,,,,,,,,"
",,,,,,,,,,,,,,,,,
2015_03_16_c1,3/16/2015,2015_03_16_bk4pg106,4-106,UAS-T287D 10A,NK,,1,"15316007.sta, 15316011.sta","15316006.abf, 15316011.abf",15316008.abf,"15316007.abf, 15316009.abf, 15316010.abf",,,,,,"Files in notes have a minus calcium part at the beginning not documented here, the files here are all in + calcium",,,,,,,,,,,,,,,,,,,,,
2015_03_12_c1,3/12/2015,2015_03_12_bk4pg103,4-103,OK371-GFP-Gal4,NK,,1,"15312008.sta, 15312010.sta","15312007.abf, 15312009.abf","15312005.abf, 15312006.abf",15312008.abf,,,,,,I started in no calcium and switched into calcium. The files recorded here are only the +calcium files,,,,,,,,,,,,,,,,,,,,,
2015_03_12_c3,3/12/2015,2015_03_12_bk4pg103,4-103,OK371-GFP-Gal4 x UAS-T287D 10A,NK,,3,15312012.sta,15312011.abf,"15312012.abf, 15312013.abf","15312014.abf, 15312015.abf",,,,,,,,,,"
",,,,,,,,,,,,,,,,,
2015_03_17_c1,3/17/2015,2015_03_17_bk4pg110,2-110,OK371-GFP-Gal4,1s?,,1,"15317000.sta, 15317006.sta","15317001.abf, 15317000.abf","15317002.abf, 15317003.abf",,"15317004.abf, 15317005.abf",,,,,"15317010.abf: Gap free (switch to no calcium solution) Vrest depolarizes at 3min, turn on +calcium solution (takes about 1min)",,,,"
",,,,,,,,,,,,,,,,,
2015_03_17_c2,3/17/2015,2015_03_17_bk4pg110,2-110,OK371-GFP-Gal4,NK,,2,"15317007.sta, 15317010.sta",15317006.abf,"15317008.abf, 15317009.abf",,15317007.abf,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_03_19_c1,3/19/2015,2015_03_19_bk4pg112,2-112,OK371-GFP-Gal4,NK,,1,"15319000.sta, 15319003.sta, 15319004.sta, 15319006.sta, 15319009.sta","15319000.abf, 15319005.abf","15319002.abf, 15319004.abf","15319006.abf, 15319007.abf, 15319008.abf","15319001.abf, 15319003.abf",,"
",,,wash on no calcium and left for an hour,,,,,,,,,,,,,,,,,,,,,
2015_03_19_c2,3/19/2015,2015_03_19_bk4pg112,2-112,OK371-GFP-Gal4,NK,,2,"15319010.sta, 15319012.sta",15319009.abf,15319010.abf,15319011.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_03_19_c3,3/19/2015,2015_03_19_bk4pg112,2-112,OK371-GFP-Gal4,NK,,3,"15319013.sta, 15319014.sta",,15319013.abf,,15319012.abf,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_03_20_c1,3/20/2015,2015_03_20_bk4pg114,2-110,OK371-GFP-Gal4,NK,,1,"15320000.sta, 15320004.sta","15320000.abf, 15320003.abf","15320001.abf, 15320002.abf",,15320003.abf,,,,,,,,,"
",,,,,,,,,,,,,,,,,
2015_03_20_c2,3/20/2015,2015_03_20_bk4pg114,2-110,OK371-GFP-Gal4,NK,,2,"15320005.sta, 15320007.sta",15320004.abf,15320006.abf,,15320005.abf,,,,,,,,,"
",,,,,,,,,,,,,,,,,
2015_04_09_c1,4/9/2015,2015_04_09_bk4pg122,2-122,OK371-GFP-Gal4,NK,,1,"15409000.sta, 15409010.sta","15409000.abf, 15409011.abf",15409003.abf,,"15409004, 15409005.abf, 15409006.abf, 15409007.abf, 15409008.abf, 15409009.abf, 15409012.abf",,,,,"15409001.abf, 15409002.abf: I=0 vs Iclamp",,,,"
",,,,,,,,,,,,,,,,,
2015_04_09_c2,4/9/2015,2015_04_09_bk4pg122,2-122,OK371-GFP-Gal4,NK,,2,"15409013.sta, 15409017.sta",15409013.abf,15409015.abf,"15409017.abf, 15409018.abf: ramp","15409016.abf, 15409019.abf",,,,,15409014.abf: I=0 vs Iclamp,,,,"
",,,,,,,,,,,,,,,,,
2015_04_09_c3,4/9/2015,2015_04_09_bk4pg122,2-122,OK371-GFP-Gal4,1s,,3,"15409020.sta, 15409024.sta",15409020.abf,15409021.abf,15409022.abf,,,,,,1s check notes on cell type,,,,,,,,,,,,,,,,,,,,,
2015_04_09_c4,4/9/2015,2015_04_09_bk4pg122,2-122,OK371-GFP-Gal4,NK,,4,"15409025.sta, 15409027.sta",15409024.abf,15409025.abf,,15409026.abf,,,,,Pretty regular bursts by ~21min.,,,,"
",,,,,,,,,,,,,,,,,
2015_04_10_c1,4/10/2015,2015_04_10_bk4pg124,2-124,OK371-GFP-Gal4,1b,,1,"15410000.sta, 15410004.sta","15410000.abf, 15410001.abf",15410002.abf,,15410003.abf ?,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_04_10_c2,4/10/2015,2015_04_10_bk4pg124,2-124,OK371-GFP-Gal4,1s?,,2,"15410005.sta, 15410008.sta",15410004.abf,"15410005.abf,15410006.abf",,15410003.abf (7?),,,,,,,,,,,,,,,,,,,,,,,,,,
2015_04_14_c1,4/14/2015,2015_04_14_bk4pg126,2-126,OK371-GFP-Gal4,NK,,1,"15414000.sta, 15414008.sta",15414000.abf,"15414002.abf, 15414003.abf",,15414007.abf,,,,"
","15414001.abf, 15414004.abf, 15414005.abf, 15414006.abf: switch I=0 and Iclamp, no nerves cut",,,,,,,,,,,,,,,,,,,,,
2015_04_14_c2,4/14/2015,2015_04_14_bk4pg126,2-126,OK371-GFP-Gal4,NK,,2,,,,,,,,,,"15414008.abf: not broken through, no nerves cut",,,,,,,,,,,,,,,,,,,,,
2015_04_20_c1,4/20/2015,2015_03_20_bk4pg128,2-128,OK371-GFP-Gal4,1b/6/7,,1,,15420000.abf,,,,,,,,long recording?,,,,,,,,,,,,,,,,,,,,,
2015_04_21_c1,4/21/2015,2015_04_21_bk4pg130,2-130,OK371-GFP-Gal4,1b,,1,15421000.sta,15421000.abf,15421001.abf,15421002.abf,15421003.abf,,,,,lots of proteasing,,,,"
",,,,,,,,,,,,,,,,,
2015_04_21_c2,4/21/2015,2015_04_21_bk4pg130,2-130,OK371-GFP-Gal4,1s?,,2,,15421006.abf,15421004.abf,15421005.abf,,,,,,90 min file,,,,,,,,,,,,,,,,,,,,,
2015_04_23_c1,4/23/2015,2015_04_23_bk4pg132,2-132,OK371-GFP-Gal4,1b/6/7,,1,"15423000.sta, 15423003.sta",15423000.abf,15423001.abf,,15423002.abf,,,,,camera images are available,,,,,,,,,,,,,,,,,,,,,
2015_04_23_c2,4/23/2015,2015_04_23_bk4pg132,2-132,OK371-GFP-Gal4,1b/6/7,,2,"15423004.sta, 15423005.sta",15423003.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_04_23_c3,4/23/2015,2015_04_23_bk4pg132,2-132,OK371-GFP-Gal4,NK,,3,15423006.sta,15423004.abf,15423005.abf,,,,,,,lost cell,,,,"
",,,,,,,,,,,,,,,,,
2015_04_24_c1,4/24/2015,2015_04_24_bk4pg134,2-134,OK371-GFP-Gal4,14/30,,1,"15424000.sta, 15424004.sta",15424000.abf,"15424001.abf, 15424002.abf",,15424003.abf,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_04_27_c1,4/27/2015,2015_04_27_bk4pg136,2-136,OK371-GFP-Gal4,NK,,1,"15427000.sta, 15427003.sta",15427000.abf,15427001.abf,,15427002.abf,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_04_27_c2,4/27/2015,2015_04_27_bk4pg136,2-136,OK371-GFP-Gal4,6/7,,2,"15427004.sta, 15427007.sta ",15427004.abf,"15427005.abf, 15427007.abf",,15427006.abf,,,,,15427003.abf: cell attached patch,,,,,,,,,,,,,,,,,,,,,
2015_05_04_c1,5/4/2015,2015_05_04_bk4pg150,2-150,OK371-GFP-Gal4,1b/6/7,,1,15504000.sta,15504000.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_05_05_c1,5/5/2015,2015_05_05_bk4pg152,2-152,OK371-GFP-Gal4,6/7,,1,,"15505000.abf, 15505001.abf",,,,,,,,These three were pilo/oxo - see notes,,,,,,,,,,,,,,,,,,,,,
2015_05_05_c2,5/5/2015,2015_05_05_bk4pg152,2-152,OK371-GFP-Gal4,NK,,2,"15505002.sta, 15505005.sta","15505002.abf, 15505004.abf",15505003.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_05_05_c3,5/5/2015,2015_05_05_bk4pg152,2-152,OK371-GFP-Gal4,NK,,3,,15505005.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_05_07_c1,5/7/2015,2015_05_07_bk4pg154,2-154,OK371-GFP-Gal4,1b,,1,,15507000.abf,,,,,,,,These three were pilo/oxo - see notes,,,,,,,,,,,,,,,,,,,,,
2015_05_07_c2,5/7/2015,2015_05_07_bk4pg154,2-154,OK371-GFP-Gal4,NK,,2,,15507001.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_05_07_c3,5/7/2015,2015_05_07_bk4pg154,2-154,OK371-GFP-Gal4,NK,,3,"15507002.abf, 15507003.abf, 15507005.abf","15507002.abf, 15507003.abf",15507004.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_05_11_c1,5/11/2015,2015_05_11_bk5pg6,5-6,OK371-GFP-Gal4,NK,,1,"15511000.sta, 15511003.sta","15511000.abf, 15511001.abf",15511002.abf,,,,,,15511003.abf,3.3mM calcium with Mg,,,,,,,,,,,,,,,,,,,,,
2015_05_11_c2,5/11/2015,2015_05_11_bk5pg6,5-6,OK371-GFP-Gal4,NK,,2,,15511004.abf,,,,,,,"15511005.abf, 15511006.abf",healthy?,,,,,,,,,,,,,,,,,,,,,
2015_05_12_c1,5/12/2015,2015_05_12_bk5pg8,5-8,OK371-GFP-Gal4,14/30,,1,"15512000.sta, 15512008.sta",15512000.abf,,,,,,,,,,,,,,15512006.abf,"15512007.abf, 15512008.abf",15512001.abf,"15512002.abf, 15512003.abf",,"15512004.abf, 15512005.abf",,,,,,,,,,
2015_05_15_c1,5/15/2015,2015_05_15,5-11,OK371-GFP-Gal4,14/30,,1,15515000.sta,"15515000.abf, 15515008.abf","15515001.abf, 15515009.abf",,,,,,,,,,,,,15515002.abf,"15515003.abf, 15515004.abf, 15515005.abf, 15515006.abf, 15515007.abf",,,,,,,,,,,,,,
2015_05_15_c2,5/15/2015,2015_05_15_bk5pg11,5-11,OK371-GFP-Gal4,14/30,,2,"15515011.sta, 15515018.sta (?)",15515010.abf,15515011.abf,,,15515018.abf,,,,,,,,,,15515015.abf,,15515012.abf,15515013.abf,,15515014.abf,,15515016.abf,15515017.abf,,,,,,,
2015_05_15_c3,5/15/2015,2015_05_15_bk5pg11,5-11,OK371-GFP-Gal4,14/30,,3,"15515019.sta, 15515023.sta",15515019.abf,15515020.abf,,,,,,,MAYBE NOT WASHOUT TTX?,,,,,,15515022.abf,,15515021.abf,15515022.abf,,,,,,,,,,,,
2015_06_11_c2,6/11/2015,2015_06_11,5-23,OK371-GFP-Gal4,14/30,,2,"15611000.sta, 15611001.sta ",15611000.abf,15611002.abf,,,,,,,(healthy?),,,,,,,,,,,,,,,,,,,,,
2015_06_16_c1,6/16/2015,2015_06_16,5-25,OK371-GFP-Gal4,1b/6/7,,1,"15616000.sta, 15616001.sta, 15616002.sta",15616000.abf,,"15616001.abf, 15616002.abf",,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_06_16_c2,6/16/2015,2015_06_16,5-25,OK371-GFP-Gal4,1s,,2,"15616003.sta, 15616004.sta, 15616005.sta ","15616004.abf, 15616007.abf",,"15616005.abf, 15616006.abf, 15616008.abf",,,,,,,,,,"
",,,,,,,,,,,,,,,,,
2015_06_23_c1,6/23/2015,2015_06_23,5-33,OK371-GFP-Gal4,NK,,1,"15623000.sta, 15623001.sta ",15623000.abf,"15623001.abf, 15623002.abf",15623006.abf,,,,,,"Bad CCh protocol 10-7MCCh:15623003.abf, 10-5MCCh: 15623004.abf, 10-3MCCh: 15623005.abf","
",,,"
",,,,,,,,,,,,,,,,,
2015_06_23_c2,6/23/2015,2015_06_23,5-33,OK371-GFP-Gal4,1b/6/7,,2,"15623002.sta, 15623003.sta ",15623007.abf,,,,,,,,,"15623008.abf, 15623009.abf","15623010.abf, 15623011.abf","15623012.abf, 15623013.abf",,,,,,,,,,,,,,,,,,
2015_06_23_c3,6/23/2015,2015_06_23,5-33,OK371-GFP-Gal4,NK,,3,15623004.sta ,15623014.abf,,15623016.abf?,,,,,,,,"15623015.abf, 15623016.abf",,,,,,,,,,,15512008.sta,,,,,,,,
2015_07_21_c1,7/21/2015,2015_07_21,5-62,OK371-GFP-Gal4,6/7,,1,"15721000.sta, 15721001.sta, 15721002.sta, 15721003.sta, 15721004.sta",15721000.abf,,"
",,"15721005.abf, 15721008.abf",,,,,,,,,10-4M Pilo: this recording was completed at the very end after other treatments 15721009.abf,15721004.abf,,,,15721001.abf,15721002.abf,15721003.abf,"15721006.abf, 15721007.abf",,,,,,,,
2015_07_21_c2,7/21/2015,2015_07_21,5-62,OK371-GFP-Gal4,6/7,,2,"15721005.sta, 15721006.sta ",15721010.abf,,"
",,15721012.abf,,,,,,,,,,,,,,15721011.abf,,,,,,,,,,,
2015_07_21_c3,7/21/2015,2015_07_21,5-62,OK371-GFP-Gal4,NK,,3,15721007.sta ,15721013.abf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_07_22_c1,7/22/2015,2015_07_22,5-63,OK371-GFP-Gal4,NK,,1,15722000.sta ,15722000.abf,,,,,,,,,15722001.abf,15722002.abf,,,,,,,,,,,,,,,,,,,
2015_07_22_c2,7/22/2015,2015_07_22,5-63,OK371-GFP-Gal4,1b,,2,"15722001.sta, 15722002.sta, 15722003.sta ",15722003.abf,,,,15722005.abf,,,,,15722004.abf,15722006.abf,,,,,,,,,,,,,,,,,,,
2015_07_28_c2,7/28/2015,2015_07_27,,OK371-GFP-Gal4,1s,,2,"15728001.sta, 15728002.sta",15728001.abf,,,,,,,,"Nicotine, flow rates probably incorrect",,,,,,,,,,,,,,,,,,,,,
2015_07_28_c3,7/28/2015,2015_07_27,,OK371-GFP-Gal4,1b,,3,15728005.sta,15728011.abf,,,,,,,,"Nicotine, flow rates probably incorrect",,,,,,,,,,,,,,,,,,,,,
2015_07_31_c1,7/31/2015,2015_07_31,5-71,OK371-GFP-Gal4,NK,,1,"15731000.sta, 15731001.sta ",15731000.abf,,,,15731002.abf ,,,,,,,,,,,,,,,,,,,,,,,15731001.abf ,,
2015_07_31_c2,7/31/2015,2015_07_31,5-71,OK371-GFP-Gal4,NK,,2,"15731002.sta, 15731003.sta ",15731003.abf,,,,15727008.abf ,,,,15731004.abf : Wash on 1uM for 2min in Iclamp holding at 10pA,,,,,,,,,,,,,,,,,,,15731004.abf,15727006.abf ,15727007.abf 
2015_07_31_c3,7/31/2015,2015_07_31,5-71,OK371-GFP-Gal4,NK,,3,"15731004.sta, 15731005.sta, 15731006.sta  ",15731009.abf,,,,15731013.abf,,,,,,,,,,,,,,,,,,,,,,,15731010.abf,15731011.abf,15731012.abf
2015_07_31_c4,7/31/2015,2015_07_31,5-71,OK371-GFP-Gal4,NK,,4,"15731007.sta, 15731008.sta, 15731009.sta ",15731014.abf,,,,15731016.abf,,,,,,,,,,,,,,,,,,,,,,,,,15731015.abf
2015_07_31_c5,7/31/2015,2015_07_31,5-71,OK371-GFP-Gal4,1s/14/30,,5,"15731010.sta, 15731011.sta, 15731012.sta ",15731017.abf,,,,15731021.abf,,"15731022.abf, 15731023.abf",,,,,,,,,,,,,,,,,,,,,15731018.abf,15731019.abf,15731020.abf
2015_08_05_c1,8/5/2015,2015_08_05,5-75,OK371-GFP-Gal4,6/7,,1,"15805000.sta, 15805001.sta, 15805002.sta ",15805000.abf,"
",,,"15805004.abf, 15805008.abf ",,,"
",,,,,,,,,,,,"
",,"
","
","15805001.abf, 15805005.abf ","15805002.abf, 15805006.abf, 15805009.abf ","15805003.abf, 15805006.abf ",,,,
2015_08_05_c3,8/5/2015,2015_08_05,5-75,OK371-GFP-Gal4,1b/6/7,,3,"15805005.sta, 15805006.sta ",15805013.abf,"
",,,15805017.abf ,,,,**Correct Nicotine lines,,,,,,,,,,,,,,,15805014.abf ,15805015.abf ,15805016.abf ,,,,
2015_08_06_c1,8/6/2015,2015_08_06,5-77,OK371-GFP-Gal4,14/30,,1,"15806000.sta, 15806001.sta, 15806003.sta ",15806000.abf,,,,"15806012.abf, 15806013.abf",,,,"These recordings were made after the first set of CCh recordings - 10-7MCCh: 15806008.abf, 10-5MCCh: 15806009.abf & 15806010.abf, 10-3MCCh: 15806011.abf","15806001.abf, 15806002.abf","15806003.abf, 15806004.abf, 15806005.abf","15806006.abf, 15806007.abf",,,,,,,,,,,,,,,,,,
2015_08_06_c2,8/6/2015,2015_08_06,5-77,OK371-GFP-Gal4,1b/6/7,,2,"15806004.sta, 15806005.sta, 15806021.sta ",15806014.abf,,,,,,,,,"15806015.abf, 15806016.abf","15806017.abf, 15806018.abf","15806019.abf, 15806020.abf",,,,,,,,,,,,,,,,,,
2015_08_07_c1,8/7/2015,2015_08_07,5-78,OK371-GFP-Gal4,6/7,,1,15807000.sta,"15807000.abf, 15807002.abf",,,,,,,,high calcium (4mM),,,,,,,,,,,,,,,,,,,,,
2015_08_11_c1,8/11/2015,2015_08_11,5-81,OK371-GFP-Gal4,1b,6-2,1,"15811000.sta, 15811001.sta ","15811000.abf, 15811002.abf",,,,,,,,,,,,,"
",,,,,,,,,,,,,,,,
2015_08_12_c1,8/12/2015,2015_08_12,5-82,OK371-GFP-Gal4,6/7,6-3,1,,"15812000.abf, 15812001.abf",,,,,,,,Before the first recording there were long tonic periods with hyperpolarizations but that activity stopped.,,,,,"
",,,,,,,,,,,,,,,,
2015_08_12_c2,8/12/2015,2015_08_12,5-82,OK371-GFP-Gal4,NK,,2,"15812000.sta, 15812001.sta ",15812002.abf,,,15812003.abf,,,"15812004.abf, 15812005.abf",,,,,,,,,,,,,,,,,,,,,,,
2015_08_12_c3,8/12/2015,2015_08_12,5-82,OK371-GFP-Gal4,14/30,6-4,3,"15812002.sta, 15812003.sta ",15812006.abf,,,"15812007.abf, 15812008.abf, 15812009.abf",,,,,,,,,,,,,,,,,,,,,,,,,,
2015_08_12_c4,8/12/2015,2015_08_12,5-82,OK371-GFP-Gal4,1b/6/7,6-4,4,"15812004.sta, 15812005.sta ",15812010.abf,15812012.abf,"15812011.abf, 15812013.abf",15812014.abf,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_08_18_c1,8/18/2015,2015_08_18,5-84,OK371-GFP-Gal4,1s/14/30,6-5,1,"15818000.sta, 15818001.sta, 15818002.sta ",15818001.abf,,"15818002.abf, 15818003.abf",,,15818000.abf,,,,,,,,,"15818004.abf, 15818005.abf","15818006.ab, 15818007.abf, 15818008.abf",,,,,,15818009.abf,,,,,,,,
2015_08_19_c1,8/19/2015,2015_08_19,5-86,OK371-GFP-Gal4 x UAS-T287D 10A,1s/14/30,6-6,1,"15819000.sta, 15819001.sta, 15819002.sta ",15819000.abf,15819003.abf,"15819001.abf, 15819002.abf",,,,,,,,,,,,15819004.abf,15819006.abf,,,,,,,,,,,,,,
2015_08_21_c1,8/21/2015,2015_08_21,5-89,OK371-GFP-Gal4 x UAS-T287D 10A,1b/6/7,6-7,1,"15821000.sta, 15821001.sta, 15821002.sta, 15821003.sta ",15821000.abf,"
",15821001.abf,"15821002.abf, 15821003.abf",,,,,,,,,,,15821004.abf,"15821005.abf, 15821006.abf",,,,,,,,,,,,,,
2015_08_21_c2,8/21/2015,2015_08_21,5-89,OK371-GFP-Gal4 x UAS-T287D 10A,NK,,2,15821004.sta ,15821007.abf,,15821008.abf,15821009.abf,,,,,,,,,,,,,,,,,,,,,,,,,,
2015_08_21_c3,8/21/2015,2015_08_21,5-89,OK371-GFP-Gal4 x UAS-T287D 10A,1b/6/7,6-8,3,"15821005.sta, 15821006.sta, 15821007.sta, 15821008.sta ",15821010.abf,,"15821011.abf, 15821014.abf",15821012.abf,,,,,,,,,,,15821013.abf,15821015.abf,,,,,,,,,,,,,,
2015_08_21_c4,8/21/2015,2015_08_21,5-89,OK371-GFP-Gal4 x UAS-T287D 10A,NK,6-9,4,"15821009.sta, 15821010.sta, 15821011.sta ",15821016.abf,"
",15821017.abf,,,,,,,,,,,,15821018.abf,,,,,,,,,,,,,,,
2015_08_21_c5,8/21/2015,2015_08_21,5-89,OK371-GFP-Gal4 x UAS-T287D 10A,1s,6-10,5,"15821012.sta, 15821013.sta, 15821014.sta, 15821015.sta ",15821019.abf,,"15821020.abf, 15821021.abf, 15821022.abf, Post-Pilo: 15821024.abf, 15821025.abf",,,,,,,,,,,,15821023.abf,15821026.abf,,,,,,,,,,,,,,
2015_08_21_c6,8/21/2015,2015_08_21,5-89,OK371-GFP-Gal4 x UAS-T287D 10A,6/7,6-11,6,"15821016.sta, 15821017.sta, 15821018.sta, 15821019.sta",15821027.abf,,15821029.abf,15821028.abf,,,,,,,,,,,15821030.abf,15821031.abf,,,,,,,,,,,,,,
2015_08_21_c7,8/21/2015,2015_08_21,5-89,OK371-GFP-Gal4 x UAS-T287D 10A,1b/6/7,6-12,7,"15821020.sta, 15821021.sta, 15821022.sta, 15821023.sta",15821032.abf,,15821033.abf,,,,,,,,,,,,15821034.abf,"15821035.abf, 15821036.abf",,,,,,,,,,,,,,
2015_08_21_c8,8/21/2015,2015_08_21,5-89,OK371-GFP-Gal4 x UAS-T287D 10A,1b/6/7,6-13,8,"15821024.sta, 15821025.sta, 15821026.sta, 15821027.sta",15821037.abf,,"15821038.abf, 15821039.abf, 15821040.abf",,,,,,,,,,,,15821041.abf,15821042.abf,,,,,,,,,,,,,,
2015_08_21_c9,8/21/2015,2015_08_21,5-89,OK371-GFP-Gal4 x UAS-T287D 10A,1b/6/7,6-14,9,"15821028.sta, 15821029.sta, 15821030.sta, 15821031.sta ",15821043.abf,15821046.abf,"15821044.abf, 15821045.abf",,,,,,Check this day for hyperpolarizing current traces that are located in the F/I steps column,,,,,,15821047.abf,15821048.abf,,,,,,,,,,,,,,
2015_08_24_c1,8/24/2015,2015_08_24,5-91,OK371-GFP-Gal4,1b/6/7,6-15,1,"15824000.sta, 15824001.sta, 15824002.sta, 15824003.sta ",15824000.abf,15824001.abf,,"15824002.abf, 15824003.abf",,,,,,,,,,,15824004.abf,"15824005.abf, 15824006.abf",,,,,,,,,,,,,,
